index,Format,Year,Units,Revenue,Revenue (Inflation Adjusted)
951,SoundExchange Distributions,2004,0.0,6900000,9000000
952,SoundExchange Distributions,2005,0.0,20400000,25600000
953,SoundExchange Distributions,2006,0.0,32800000,39900000
954,SoundExchange Distributions,2007,0.0,36200000,42800000
955,SoundExchange Distributions,2008,0.0,100000000,113800000
956,SoundExchange Distributions,2009,0.0,155500000,177700000
957,SoundExchange Distributions,2010,0.0,249200000,280100000
958,SoundExchange Distributions,2011,0.0,292000000,318200000
959,SoundExchange Distributions,2012,0.0,462000000,505300000
960,SoundExchange Distributions,2013,0.0,590400000,636400000
961,SoundExchange Distributions,2014,0.0,773400000,820300000
962,SoundExchange Distributions,2015,0.0,802600000,850300000
963,SoundExchange Distributions,2016,0.0,883900000,924800000
964,SoundExchange Distributions,2017,0.0,652000000,667900000
965,SoundExchange Distributions,2018,0.0,952800000,952800000
966,Synchronization,1973,0.0,0,0
967,Synchronization,1974,0.0,0,0
968,Synchronization,1975,0.0,0,0
969,Synchronization,1976,0.0,0,0
970,Synchronization,1977,0.0,0,0
971,Synchronization,1978,0.0,0,0
972,Synchronization,1979,0.0,0,0
973,Synchronization,1980,0.0,0,0
974,Synchronization,1981,0.0,0,0
975,Synchronization,1982,0.0,0,0
976,Synchronization,1983,0.0,0,0
977,Synchronization,1984,0.0,0,0
978,Synchronization,1985,0.0,0,0
979,Synchronization,1986,0.0,0,0
980,Synchronization,1987,0.0,0,0
981,Synchronization,1988,0.0,0,0
982,Synchronization,1989,0.0,0,0
983,Synchronization,1990,0.0,0,0
984,Synchronization,1991,0.0,0,0
985,Synchronization,1992,0.0,0,0
986,Synchronization,1993,0.0,0,0
987,Synchronization,1994,0.0,0,0
988,Synchronization,1995,0.0,0,0
989,Synchronization,1996,0.0,0,0
990,Synchronization,1997,0.0,0,0
991,Synchronization,1998,0.0,0,0
992,Synchronization,1999,0.0,0,0
993,Synchronization,2000,0.0,0,0
994,Synchronization,2001,0.0,0,0
995,Synchronization,2002,0.0,0,0
996,Synchronization,2003,0.0,0,0
997,Synchronization,2004,0.0,0,0
998,Synchronization,2005,0.0,0,0
999,Synchronization,2006,0.0,0,0
1000,Synchronization,2007,0.0,0,0
1001,Synchronization,2008,0.0,0,0
1002,Synchronization,2009,0.0,201200000,229900000
1003,Synchronization,2010,0.0,188700000,212100000
1004,Synchronization,2011,0.0,196500000,214100000
1005,Synchronization,2012,0.0,190600000,208500000
1006,Synchronization,2013,0.0,189700000,204500000
1007,Synchronization,2014,0.0,189700000,201200000
1008,Synchronization,2015,0.0,202900000,215000000
1009,Synchronization,2016,0.0,214800000,224800000
1010,Synchronization,2017,0.0,232100000,237800000
1011,Synchronization,2018,0.0,285500000,285500000
1012,Vinyl Single,1973,228000000.0,190000000,1048900000
1013,Vinyl Single,1974,204000000.0,194000000,964600000
1014,Vinyl Single,1975,164000000.0,211500000,963600000
1015,Vinyl Single,1976,190000000.0,245100000,1055900000
1016,Vinyl Single,1977,190000000.0,245100000,991400000
1017,Vinyl Single,1978,190000000.0,260300000,978600000
1018,Vinyl Single,1979,212000000.0,353600000,1193900000
1019,Vinyl Single,1980,157000000.0,250000000,743700000
1020,Vinyl Single,1981,154700000.0,256400000,691400000
1021,Vinyl Single,1982,137200000.0,283000000,718800000
1022,Vinyl Single,1983,124800000.0,269300000,662800000
1023,Vinyl Single,1984,131500000.0,298700000,704700000
1024,Vinyl Single,1985,120700000.0,281000000,640100000
1025,Vinyl Single,1986,93900000.0,228100000,510100000
1026,Vinyl Single,1987,82000000.0,203300000,438700000
1027,Vinyl Single,1988,65600000.0,180400000,373800000
1028,Vinyl Single,1989,36600000.0,116400000,230100000
1029,Vinyl Single,1990,27600000.0,94400000,177000000
1030,Vinyl Single,1991,22000000.0,63900000,115000000
1031,Vinyl Single,1992,19800000.0,66400000,116000000
1032,Vinyl Single,1993,15100000.0,51200000,86900000
1033,Vinyl Single,1994,11700000.0,47200000,78100000
1034,Vinyl Single,1995,10200000.0,46700000,75100000
1035,Vinyl Single,1996,10100000.0,47500000,74200000
1036,Vinyl Single,1997,7500000.0,35600000,54400000
1037,Vinyl Single,1998,5400000.0,25700000,38600000
1038,Vinyl Single,1999,5300000.0,27900000,41000000
1039,Vinyl Single,2000,4800000.0,26300000,37400000
1040,Vinyl Single,2001,5500000.0,31400000,43500000
1041,Vinyl Single,2002,4400000.0,24900000,33900000
1042,Vinyl Single,2003,3800000.0,21500000,28600000
1043,Vinyl Single,2004,3500000.0,19900000,25800000
1044,Vinyl Single,2005,2300000.0,13200000,16600000
1045,Vinyl Single,2006,1500000.0,9900000,12000000
1046,Vinyl Single,2007,600000.0,4000000,4700000
1047,Vinyl Single,2008,400000.0,2900000,3300000
1048,Vinyl Single,2009,300000.0,2500000,2900000
1049,Vinyl Single,2010,300000.0,2300000,2600000
1050,Vinyl Single,2011,400000.0,4600000,5000000
1051,Vinyl Single,2012,400000.0,4700000,5200000
1052,Vinyl Single,2013,300000.0,3000000,3200000
1053,Vinyl Single,2014,500000.0,5500000,5800000
1054,Vinyl Single,2015,500000.0,5800000,6100000
1055,Vinyl Single,2016,400000.0,4900000,5100000
1056,Vinyl Single,2017,400000.0,6100000,6200000
1057,Vinyl Single,2018,300000.0,5300000,5300000
